steps,rewards
1000,0.4025
2000,0.5449999999999999
3000,0.920625
4000,0.913125
5000,0.953125
6000,0.9481249999999999
7000,0.945625
8000,0.9499999999999998
9000,0.961875
10000,0.9675
11000,0.9681249999999999
12000,0.9718750000000002
13000,0.971875
14000,0.9681249999999999
15000,0.9593750000000002
16000,0.9625
17000,0.9574999999999999
18000,0.96
19000,0.9687499999999998
20000,0.9650000000000001
21000,0.97
22000,0.97
23000,0.9731249999999999
24000,0.9675
25000,0.9706250000000001
26000,0.968125
27000,0.9737500000000001
28000,0.9706250000000001
29000,0.9656250000000002
30000,0.9675
