score,duration,agent.buffer_capacity,agent.batch_size,agent.learning_rate,agent.gamma,agent.epsilon_start,agent.epsilon_final,agent.epsilon_decay,agent.target_update_freq,agent.use_noisy_net,train.num_frames,train.eval_interval,env.name,seed
0.3136,19.58487367630005,25000,64,1e-05,0.8,1.0,0.05,5000,2000,True,8000,1000,MiniGrid-Empty-5x5-v0,0
