score,duration,agent.buffer_capacity,agent.batch_size,agent.learning_rate,agent.gamma,agent.epsilon_start,agent.epsilon_final,agent.epsilon_decay,agent.target_update_freq,agent.use_noisy_net,train.num_frames,train.eval_interval,env.name,seed
0.6444,20.24888563156128,25000,128,0.0001,0.6,1.0,0.05,100000,2000,True,8000,1000,MiniGrid-Empty-5x5-v0,0
