steps,rewards
1000,0.10761718749999999
2000,0.20677083333333332
3000,0.143046875
4000,0.0785546875
5000,0.0
6000,0.044101562500000004
7000,0.0962890625
8000,0.0521875
9000,0.06167968749999999
10000,0.06167968749999999
11000,0.0
12000,0.0
13000,0.0
14000,0.0
15000,0.0864453125
16000,0.0864453125
17000,0.045156249999999995
18000,0.027226562499999996
19000,0.027226562499999996
20000,0.027226562499999996
21000,0.0
22000,0.0
23000,0.0
24000,0.0
25000,0.137421875
26000,0.137421875
27000,0.071875
28000,0.0
29000,0.0
30000,0.0
31000,0.02828125
32000,0.02828125
33000,0.0
34000,0.17203125
35000,0.17203125
36000,0.0578125
37000,0.136015625
38000,0.9511328125000003
39000,0.9451562500000001
40000,0.7616796875
41000,0.49714843750000004
42000,0.90015625
43000,0.938828125
44000,0.9542968750000002
45000,0.7539453125000001
46000,0.37257812500000004
47000,0.094375
48000,0.9405859375000001
49000,0.7525390625
50000,0.39875
51000,0.8509375
52000,0.9500781250000001
53000,0.9479687499999999
54000,0.9542968750000002
55000,0.9542968750000002
56000,0.9535937500000001
57000,0.952890625
58000,0.9469140625
59000,0.9219531250000002
60000,0.9353125000000002
61000,0.9286328125000001
62000,0.9518359375000001
63000,0.9535937500000001
64000,0.9542968750000002
65000,0.9535937500000001
66000,0.9525390625000002
67000,0.9486718749999999
68000,0.9535937500000001
69000,0.9539453125000001
70000,0.9542968750000002
71000,0.9525390625
72000,0.9542968750000002
73000,0.9542968750000002
74000,0.9542968750000002
75000,0.9184375000000001
76000,0.9542968750000002
77000,0.9539453125000001
78000,0.9511328125000003
79000,0.9535937500000001
80000,0.9542968750000002
81000,0.9542968750000002
82000,0.9539453125000001
83000,0.9542968750000002
84000,0.9539453125000001
85000,0.9542968750000002
86000,0.9532421875000001
87000,0.9542968750000002
88000,0.9542968750000002
89000,0.9542968750000002
90000,0.9542968750000002
91000,0.9542968750000002
92000,0.9542968750000002
93000,0.9542968750000002
94000,0.9542968750000002
95000,0.9542968750000002
96000,0.9542968750000002
97000,0.9542968750000002
98000,0.9542968750000002
99000,0.9542968750000002
100000,0.9542968750000002
