steps,rewards
1000,21.1
2000,17.0
3000,42.0
4000,87.5
5000,107.2
6000,141.9
7000,232.8
8000,224.8
9000,265.4
10000,255.3
11000,280.6
12000,291.4
13000,306.2
14000,285.2
15000,283.5
16000,273.3
17000,256.6
18000,247.1
19000,234.4
20000,228.0
21000,231.5
22000,232.7
23000,230.5
24000,255.7
25000,259.5
26000,241.6
27000,221.7
28000,215.8
29000,215.8
30000,214.9
31000,205.9
32000,206.4
33000,209.6
34000,214.8
35000,216.6
36000,206.5
37000,199.2
38000,199.5
39000,204.2
40000,211.9
41000,213.3
42000,203.9
43000,196.6
44000,193.7
45000,193.8
46000,190.5
47000,179.2
48000,184.2
49000,193.7
50000,194.9
51000,190.2
52000,186.6
53000,176.8
54000,176.4
55000,175.2
56000,170.8
57000,163.6
58000,146.6
59000,169.0
60000,182.5
61000,192.5
62000,211.3
63000,209.9
64000,188.0
65000,184.0
66000,180.6
67000,180.5
68000,183.2
69000,175.2
70000,174.2
71000,180.3
72000,183.1
73000,181.1
74000,175.2
75000,178.4
76000,170.8
77000,173.0
78000,177.6
79000,173.0
80000,183.1
81000,189.4
82000,185.5
83000,184.6
84000,184.9
85000,173.7
86000,165.9
87000,177.5
88000,174.0
89000,174.4
90000,178.7
91000,172.8
92000,168.1
93000,181.2
94000,202.0
95000,206.8
96000,187.7
97000,189.0
98000,185.5
99000,175.3
100000,167.7
