score,duration,agent.buffer_capacity,agent.batch_size,agent.learning_rate,agent.gamma,agent.epsilon_start,agent.epsilon_final,agent.epsilon_decay,agent.target_update_freq,agent.use_noisy_net,train.num_frames,train.eval_interval,env.name,seed
-197.44490980831966,810.6659841537476,100000,128,0.0001,0.99,1.0,0.05,20000,1000,True,200000,1000,LunarLander-v3,0
