steps,rewards
1000,0.0
2000,0.0
3000,0.0875
4000,0.032499999999999994
5000,0.12
6000,0.238
7000,0.192
8000,0.46475
9000,0.44349999999999995
10000,0.40525
11000,0.61425
12000,0.5109999999999999
13000,0.675
14000,0.693
15000,0.49750000000000005
16000,0.57275
17000,0.6199999999999999
18000,0.7705
19000,0.65375
20000,0.8065
21000,0.76375
22000,0.6435000000000001
23000,0.8380000000000001
24000,0.6020000000000001
25000,0.84475
26000,0.8402499999999999
27000,0.81775
28000,0.81775
29000,0.6875
30000,0.82675
31000,0.683
32000,0.6637500000000001
33000,0.8245000000000001
34000,0.7975000000000001
35000,0.775
36000,0.7290000000000001
37000,0.8402499999999999
38000,0.83125
39000,0.8109999999999999
40000,0.49424999999999997
41000,0.7929999999999999
42000,0.8019999999999999
43000,0.84475
44000,0.8154999999999999
45000,0.8560000000000001
46000,0.8627499999999999
47000,0.8560000000000001
48000,0.8200000000000001
49000,0.8402499999999999
50000,0.8470000000000001
51000,0.8155000000000001
52000,0.8402499999999999
53000,0.8470000000000001
54000,0.7605000000000001
55000,0.8087499999999999
56000,0.8380000000000001
57000,0.8065
58000,0.68175
59000,0.8334999999999999
60000,0.85375
61000,0.8245000000000001
62000,0.82
63000,0.70875
64000,0.84475
65000,0.8402499999999999
66000,0.75375
67000,0.765
68000,0.84475
69000,0.83125
70000,0.8605
