steps,rewards
1000,-1.0
2000,-1.0
3000,-1.0
4000,-0.811875
5000,-1.0
6000,-0.45499999999999996
7000,-0.8081250000000001
8000,-0.621875
9000,-0.815625
10000,-0.13625
11000,0.11875
12000,-0.24250000000000002
13000,0.141875
14000,0.26749999999999996
15000,-0.06499999999999999
16000,0.513125
17000,0.7062499999999999
18000,0.524375
19000,0.334375
20000,0.32437499999999997
21000,0.718125
22000,0.71
23000,0.915
24000,0.67375
25000,0.7162499999999999
26000,0.71875
27000,0.7175
28000,0.7293749999999999
29000,0.9193749999999999
30000,0.5075
31000,0.6975
32000,0.528125
33000,0.7056250000000001
34000,0.739375
35000,0.5112500000000001
36000,0.7231249999999999
37000,0.714375
38000,0.72
39000,0.709375
40000,0.9175000000000001
41000,0.9031250000000002
42000,0.9306249999999998
43000,0.49749999999999994
44000,0.72875
45000,0.9081249999999998
46000,0.899375
47000,0.526875
48000,0.7237500000000001
49000,0.9025000000000001
50000,0.7337499999999999
51000,0.7125
52000,0.921875
53000,0.7275
54000,0.9137500000000001
55000,0.9174999999999999
56000,0.7181249999999999
57000,0.73375
58000,0.7275
59000,0.7268749999999999
60000,0.899375
61000,0.72875
62000,0.9143749999999999
63000,0.33375000000000005
64000,0.9125
65000,0.5387500000000001
66000,0.72875
67000,0.5037499999999999
68000,0.7337499999999999
69000,0.9131250000000002
70000,0.52375
71000,0.9243750000000001
72000,0.9118749999999999
73000,0.8862500000000001
74000,0.72
75000,0.5137499999999999
76000,0.718125
77000,0.733125
78000,0.534375
79000,0.526875
80000,0.733125
