steps,rewards
1000,-1.0
2000,-1.0
3000,-1.0
4000,-1.0
5000,-1.0
6000,-1.0
7000,-1.0
8000,-1.0
9000,-0.8063
10000,-0.8063
11000,-0.8099000000000001
12000,-0.2495
13000,-0.23149999999999998
14000,0.137
15000,-0.0675
16000,-0.4468
17000,0.14329999999999998
18000,-0.0648
19000,0.14059999999999997
20000,0.11720000000000001
21000,-0.06480000000000004
22000,-0.07560000000000003
23000,0.3262
24000,0.1433
25000,-0.24230000000000002
26000,0.1424
27000,0.7136
28000,0.692
29000,0.7109
30000,0.6974
31000,0.7064
32000,0.7163
33000,0.7145
34000,0.34689999999999993
35000,0.9027999999999998
36000,0.1316
37000,0.6749
38000,0.8775999999999999
39000,0.7109000000000001
40000,0.7145
41000,0.6695
42000,0.5064
43000,0.8884000000000001
44000,0.9046
45000,0.8992000000000001
46000,0.7199
47000,0.9054999999999997
48000,0.7091
49000,0.8695
50000,0.8892999999999999
51000,0.7073
52000,0.9180999999999999
53000,0.7045999999999999
54000,0.9037
55000,0.9055
56000,0.8802999999999999
57000,0.7270999999999999
58000,0.8956000000000002
59000,0.8974
60000,0.8991999999999999
61000,0.6965
62000,0.7172
63000,0.8847999999999999
64000,0.9099999999999999
65000,0.8929
66000,0.892
67000,0.7118
68000,0.9064
69000,0.9055
70000,0.701
71000,0.883
72000,0.9126999999999998
73000,0.5208
74000,0.9253
75000,0.7270999999999999
76000,0.9136000000000001
77000,0.8821
78000,0.9099999999999999
79000,0.7081999999999999
80000,0.8596
81000,0.7100000000000001
82000,0.8559999999999999
83000,0.9055000000000002
84000,0.8875
85000,0.9073
86000,0.7271
87000,0.9055
88000,0.8982999999999999
89000,0.8991999999999999
90000,0.7100000000000001
91000,0.7361
92000,0.9000999999999999
93000,0.8991999999999999
94000,0.7082
95000,0.9279999999999999
96000,0.8929000000000002
97000,0.9136
98000,0.9099999999999999
99000,0.9163
100000,0.8929000000000002
