score,duration,agent.buffer_capacity,agent.batch_size,agent.learning_rate,agent.gamma,agent.epsilon_start,agent.epsilon_final,agent.epsilon_decay,agent.target_update_freq,agent.use_noisy_net,train.num_frames,train.eval_interval,env.name,seed
0.9117999999999998,21.995988845825195,25000,256,0.0001,0.7,1.0,0.05,100000,1000,True,8000,1000,MiniGrid-Empty-5x5-v0,0
