steps,rewards
1000,-0.5
2000,0.0
3000,0.0
4000,0.0
5000,0.0
6000,0.0
7000,0.0
8000,0.0
9000,0.0
10000,0.009999999999999998
11000,-0.07560000000000001
12000,0.39299999999999996
13000,0.6147
14000,-0.1323
15000,0.44880000000000003
16000,0.775
17000,0.6298999999999999
18000,0.7291000000000001
19000,0.775
20000,0.7165
21000,0.7399
22000,0.7201
23000,0.7696
24000,0.6976
25000,-1.0
26000,0.5246
27000,0.5986
28000,0.594
29000,0.6416999999999999
30000,0.7425999999999999
31000,0.7039
32000,0.7777000000000001
33000,0.7156
34000,0.6949
35000,0.6273
36000,0.6525
37000,0.6382
38000,0.7984
39000,0.7425
40000,0.7453000000000001
