steps,rewards
1000,18.1
2000,15.6
3000,78.2
4000,54.2
5000,116.9
6000,130.6
7000,143.7
8000,215.3
9000,262.0
10000,316.2
11000,307.5
12000,298.4
13000,270.6
14000,247.1
15000,216.1
16000,183.4
17000,162.5
18000,162.3
19000,169.0
20000,176.3
21000,173.1
22000,200.7
23000,222.5
24000,172.4
25000,148.0
26000,145.7
27000,153.2
28000,161.9
29000,183.2
30000,169.4
31000,139.4
32000,119.6
33000,107.7
34000,104.5
35000,111.0
36000,116.2
37000,118.2
38000,137.7
39000,158.3
40000,148.7
41000,140.2
42000,140.8
43000,147.2
44000,177.2
45000,159.0
46000,155.0
47000,197.5
48000,176.0
49000,131.4
50000,133.0
51000,134.3
52000,160.0
53000,161.7
54000,138.4
55000,121.7
56000,132.5
57000,131.8
58000,119.0
59000,133.8
60000,165.8
61000,150.9
62000,173.6
63000,230.0
64000,231.0
65000,250.1
66000,230.9
67000,209.0
68000,174.0
69000,150.6
70000,135.4
71000,138.2
72000,121.7
73000,123.8
74000,126.8
75000,130.2
76000,127.0
77000,130.7
78000,111.9
79000,114.2
80000,117.1
81000,115.5
82000,119.9
83000,115.8
84000,117.5
85000,117.6
86000,117.2
87000,122.0
88000,118.9
89000,121.2
90000,124.8
91000,129.9
92000,136.8
93000,133.9
94000,135.4
95000,145.0
96000,149.0
97000,136.6
98000,137.8
99000,147.4
100000,155.1
101000,174.4
102000,173.9
103000,177.2
104000,148.4
105000,132.9
106000,140.3
107000,143.3
108000,143.7
109000,139.9
110000,143.8
111000,148.5
112000,150.2
113000,151.7
114000,162.9
115000,201.3
116000,231.0
117000,298.3
118000,347.0
119000,371.8
120000,401.0
121000,401.0
122000,404.2
123000,424.7
124000,469.6
125000,500.0
126000,500.0
127000,500.0
128000,500.0
129000,500.0
130000,500.0
131000,500.0
132000,497.5
133000,497.5
134000,497.5
135000,497.5
136000,497.5
137000,500.0
138000,500.0
139000,500.0
140000,500.0
141000,500.0
142000,500.0
143000,500.0
144000,455.8
145000,435.8
146000,376.2
147000,323.3
148000,333.3
149000,364.5
150000,362.0
151000,397.4
152000,387.7
153000,413.4
154000,380.6
155000,375.5
156000,404.9
157000,428.5
158000,463.1
159000,489.4
160000,500.0
161000,500.0
162000,500.0
163000,500.0
164000,500.0
165000,500.0
166000,500.0
167000,500.0
168000,500.0
169000,500.0
170000,500.0
171000,500.0
172000,500.0
173000,500.0
174000,491.0
175000,411.1
176000,396.4
177000,295.4
178000,294.8
179000,287.9
180000,326.6
181000,358.7
182000,398.1
183000,324.6
184000,262.9
185000,205.8
186000,223.7
187000,273.7
188000,337.8
189000,401.4
190000,449.9
191000,482.1
192000,492.3
193000,492.3
194000,492.3
195000,500.0
196000,497.2
197000,484.2
198000,471.3
199000,454.6
200000,433.7
