score,duration,agent.buffer_capacity,agent.batch_size,agent.learning_rate,agent.gamma,agent.epsilon_start,agent.epsilon_final,agent.epsilon_decay,agent.target_update_freq,agent.use_noisy_net,train.num_frames,train.eval_interval,env.name,seed
0.9391796875,48.02038288116455,10000,256,0.0001,0.95,1.0,0.05,10000,1000,False,20000,1000,MiniGrid-Empty-8x8-v0,0
